Reference,DOI,Year,Class,Formula,Parsed_Formula_SiteA1,Parsed_Formula_nSiteA1,Parsed_Formula_SiteA2,Parsed_Formula_nSiteA2,Parsed_Formula_SiteA3,Parsed_Formula_nSiteA3,Parsed_Formula_SiteB1,Parsed_Formula_nSiteB1,Parsed_Formula_SiteB2,Parsed_Formula_nSiteB2,Parsed_Formula_SiteB3,Parsed_Formula_nSiteB3,Parsed_Formula_SiteC1,Parsed_Formula_nSiteC1,Parsed_Formula_SiteC2,Parsed_Formula_nSiteC2,Parsed_Formula_O,Parsed_Formula_nO,Ea,A,EaHT,AHT,T*,Type_of_conductivity,Measurement_temperature_range,Measurement,Source,Plot type
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Tb0.105V0.045O1.545,Bi,0.85,Tb,0.105,V,0.045,,,,,,,,,,,O,1.545,958.3673543,47168541.3,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Ho0.105V0.045O1.545,Bi,0.85,Ho,0.105,V,0.045,,,,,,,,,,,O,1.545,1011.365813,25303295.17,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Yb0.105V0.045O1.545,Bi,0.85,Yb,0.105,V,0.045,,,,,,,,,,,O,1.545,1151.219897,144681506.4,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Punn et al., J. Am. Chem. Soc. 128, 15386 (2006).",10.1021/ja065961d,2006,d-Bi2O3,Bi12.5Y1.5ReO24.5,Bi,12.5,Y,1.5,Re,1,,,,,,,,,,,O,24.5,1131.82278,118333437.9,,,,total,523 - 873 K,AC,Fig. 2,log sigma-1000/T
"Punn et al., J. Am. Chem. Soc. 128, 15386 (2006).",10.1021/ja065961d,2006,d-Bi2O3,Bi12.5Eu1.5ReO24.5,Bi,12.5,Eu,1.5,Re,1,,,,,,,,,,,O,24.5,768.1668272,2590409.206,,,,total,523 - 873 K,AC,Fig. 2,log sigma-1000/T
"Punn et al., J. Am. Chem. Soc. 128, 15386 (2006).",10.1021/ja065961d,2006,d-Bi2O3,Bi12.5Nd1.5ReO24.5,Bi,12.5,Nd,1.5,Re,1,,,,,,,,,,,O,24.5,979.9843204,59204735.36,,,,total,523 - 873 K,AC,Fig. 2,log sigma-1000/T
"Punn et al., J. Am. Chem. Soc. 128, 15386 (2006).",10.1021/ja065961d,2006,d-Bi2O3,Bi12.5La1.5ReO24.5,Bi,12.5,La,1.5,Re,1,,,,,,,,,,,O,24.5,762.8641276,3139773.257,,,,total,523 - 873 K,AC,Fig. 2,log sigma-1000/T
"Punn et al., J. Am. Chem. Soc. 128, 15386 (2006).",10.1021/ja065961d,2006,d-Bi2O3,Bi12.5Er1.5ReO24.5,Bi,12.5,Er,1.5,Re,1,,,,,,,,,,,O,24.5,1122.412973,127601534.2,,,,total,523 - 873 K,AC,Fig. 2,log sigma-1000/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.88Dy0.08W0.04O1.56,Bi,0.88,Dy,0.08,W,0.04,,,,,,,,,,,O,1.56,1108,977002725.8,544,365857.7955,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.865Dy0.09W0.045O1.5675,Bi,0.865,Dy,0.09,W,0.045,,,,,,,,,,,O,1.5675,1086,674849323.9,583,585370.3483,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.85Dy0.1W0.05O1.575,Bi,0.85,Dy,0.1,W,0.05,,,,,,,,,,,O,1.575,1077,438995622.7,626,839028.5387,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.835Dy0.11W0.055O1.5825,Bi,0.835,Dy,0.11,W,0.055,,,,,,,,,,,O,1.5825,1084,430302927,637,864580.7618,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.82Dy0.12W0.06O1.59,Bi,0.82,Dy,0.12,W,0.06,,,,,,,,,,,O,1.59,1082,374087393.3,677,1342440.79,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Jung et al., Acta Mater. 58, 355 (2010).",10.1016/j.actamat.2009.08.072,2010,d-Bi2O3,Bi0.79Dy0.14W0.07O1.605,Bi,0.79,Dy,0.14,W,0.07,,,,,,,,,,,O,1.605,1069,100936281.6,796,2470670.181,600,bulk,573 - 973 K,AC,Table 2,ln sigmaT-1/T
"Kuang et al., Angew. Chem. 51, 690 (2012).",10.1002/anie.201106111,2012,d-Bi2O3,Bi0.905V0.095O1.595,Bi,0.905,V,0.095,,,,,,,,,,,,,O,1.595,981.2814081,85605376.71,,,,total,423 - 773 K,AC,Fig. 1,log sigma-1000/T
"Kuang et al., Angew. Chem. 51, 690 (2012).",10.1002/anie.201106111,2012,d-Bi2O3,Bi0.913V0.087O1.587,Bi,0.913,V,0.087,,,,,,,,,,,,,O,1.587,1020.373506,274395015.9,,,,total,423 - 773 K,AC,Fig. 1,log sigma-1000/T
"Karmalkar et al., J. Phys. Chem. C 129, 107 (2025).",10.1021/acs.jpcc.4c06641,2025,d-Bi2O3,Bi0.913V0.087O1.587,Bi,0.913,V,0.087,,,,,,,,,,,,,O,1.587,1034.376358,860726402.5,,,,total,423 - 773 K,AC,Fig. 2(a),log sigma-1000/T
"Karmalkar et al., J. Phys. Chem. C 129, 107 (2025).",10.1021/acs.jpcc.4c06641,2025,d-Bi2O3,Bi0.852V0.148O1.648,Bi,0.852,V,0.148,,,,,,,,,,,,,O,1.648,827.1060879,2748824.284,,,,total,423 - 773 K,AC,Fig. 2(a),log sigma-1000/T
"Karmalkar et al., J. Phys. Chem. C 129, 107 (2025).",10.1021/acs.jpcc.4c06641,2025,d-Bi2O3,Bi0.893Sr0.02V0.087O1.577,Bi,0.893,Sr,0.02,V,0.087,,,,,,,,,,,O,1.577,1053.15577,1101237447,,,,total,423 - 773 K,AC,Fig. 2(a),log sigma-1000/T
"Karmalkar et al., J. Phys. Chem. C 129, 107 (2025).",10.1021/acs.jpcc.4c06641,2025,d-Bi2O3,Bi0.893Ca0.02V0.087O1.577,Bi,0.893,Ca,0.02,V,0.087,,,,,,,,,,,O,1.577,996.0901703,364392259.5,,,,total,423 - 773 K,AC,Fig. 2(a),log sigma-1000/T
"Abraham et al., Solid State Ion. 40, 934 (1990).",10.1016/0167-2738(90)90157-m,1990,BIMEVOX,Bi2V0.925Cu0.075O5.3875,Bi,2,,,,,V,0.925,Cu,0.075,,,,,,,O,5.3875,634.0178693,581287.9313,,,,"(not clearly mentioned, probably total)",460 - 660 K,AC,Fig. 3,log sigma-1000/T
"Abraham et al., Solid State Ion. 40, 934 (1990).",10.1016/0167-2738(90)90157-m,1990,BIMEVOX,Bi2V0.9Cu0.1O5.35,Bi,2,,,,,V,0.9,Cu,0.1,,,,,,,O,5.35,603.1215844,447004.1338,,,,"(not clearly mentioned, probably total)",460 - 660 K,AC,Fig. 3,log sigma-1000/T
"Kim & Miyayama, Solid State Ion. 104, 295 (1997).",10.1016/S0167-2738(97)00435-9,1997,BIMEVOX,Bi4V2O11,Bi,4,,,,,V,2,,,,,,,,,O,11,550.886926,253.6960295,1588.931634,79500492288,730.3668223,total,423 - 923 K,AC,Fig. 5,log sigma-1000/T
"Kim & Miyayama, Solid State Ion. 104, 295 (1997).",10.1016/S0167-2738(97)00435-9,1997,BIMEVOX,Bi4V1.9Co0.1O10.85,Bi,4,,,,,V,1.9,Co,0.1,,,,,,,O,10.85,801.9171942,45099.5075,206.7764451,927.0117168,759.4704139,total,423 - 923 K,AC,Fig. 5,log sigma-1000/T
"Kim & Miyayama, Solid State Ion. 104, 295 (1997).",10.1016/S0167-2738(97)00435-9,1997,BIMEVOX,Bi4V1.8Co0.2O10.7,Bi,4,,,,,V,1.8,Co,0.2,,,,,,,O,10.7,589.3720153,22119.80096,556.3386704,46269.99524,757.155521,total,423 - 923 K,AC,Fig. 5,log sigma-1000/T
"Yaremchenko et al., Mater. Chem. Phys. 77, 552 (2002).",10.1016/S0254-0584(02)00121-9,2002,BIMEVOX,Bi2V0.9Cu0.1O5.35,Bi,2,,,,,V,0.9,Cu,0.1,,,,,,,O,5.35,438.7394493,25623.03112,,,,"(not clearly mentioned, probably total)",850 - 950 K,AC,Fig. 5,log sigma-10000/T
"Yaremchenko et al., Mater. Chem. Phys. 77, 552 (2002).",10.1016/S0254-0584(02)00121-9,2002,BIMEVOX,Bi1.9La0.1V0.9Cu0.1O5.2,Bi,1.9,La,0.1,,,V,0.9,Cu,0.1,,,,,,,O,5.2,452.7366549,23200.06187,,,,"(not clearly mentioned, probably total)",850 - 950 K,AC,Fig. 5,log sigma-10000/T
"Yaremchenko et al., Mater. Chem. Phys. 77, 552 (2002).",10.1016/S0254-0584(02)00121-9,2002,BIMEVOX,Bi1.8La0.2V0.9Cu0.1O5.05,Bi,1.8,La,0.2,,,V,0.9,Cu,0.1,,,,,,,O,5.05,565.016702,46655.99645,,,,"(not clearly mentioned, probably total)",850 - 950 K,AC,Fig. 5,log sigma-10000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,PbWO4,Pb,1,,,,,W,1,,,,,,,,,O,4,1282.871413,47290.76101,,,,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.95La0.05WO4.025,Pb,0.95,La,0.05,,,W,1,,,,,,,,,O,4.025,797.7853275,85660.26008,539.9380652,3891.963157,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.9La0.1WO4.05,Pb,0.9,La,0.1,,,W,1,,,,,,,,,O,4.05,814.1101653,162150.1271,523.9549586,4977.104894,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.8La0.2WO4.1,Pb,0.8,La,0.2,,,W,1,,,,,,,,,O,4.1,931.0863403,1444142.574,693.1975173,82409.90501,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.7La0.3WO4.15,Pb,0.7,La,0.3,,,W,1,,,,,,,,,O,4.15,892.7922846,669926.9554,667.4024008,46320.99602,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.6La0.4WO4.2,Pb,0.6,La,0.4,,,W,1,,,,,,,,,O,4.2,1128.996585,6789343.386,722.4369879,30295.88106,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.95La0.0333333333333333WO4,Pb,0.95,La,0.033333333,,,W,1,,,,,,,,,O,4,698.432524,31877.12651,487.8995455,2721.931698,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.9La0.0666666666666667WO4,Pb,0.9,La,0.066666667,,,W,1,,,,,,,,,O,4,644.4715762,24710.32951,500.3806902,4376.807332,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.8La0.133333333333333WO4,Pb,0.8,La,0.133333333,,,W,1,,,,,,,,,O,4,826.7188086,43736.40208,672.0537805,7018.819761,1000,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Esaka et al., Solid State Ion. 52, 319 (1992).",10.1016/0167-2738(92)90165-L,1992,Scheelites,Pb0.7La0.2WO4,Pb,0.7,La,0.2,,,W,1,,,,,,,,,O,4,790.9827333,13012.36675,,,,"(not clearly mentioned, probably total)",573 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Esaka et al., Solid State Ion. 92, 129 (1996).",10.1016/S0167-2738(96)00462-6,1996,Scheelites,PbWO4,Pb,1,,,,,W,1,,,,,,,,,O,4,1315.391736,70713.60667,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 92, 129 (1996).",10.1016/S0167-2738(96)00462-6,1996,Scheelites,Pb0.95Sm0.05WO4.025,Pb,0.95,Sm,0.05,,,W,1,,,,,,,,,O,4.025,978.8696075,228828.5358,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 92, 129 (1996).",10.1016/S0167-2738(96)00462-6,1996,Scheelites,Pb0.9Sm0.1WO4.05,Pb,0.9,Sm,0.1,,,W,1,,,,,,,,,O,4.05,804.5218273,51915.11968,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 92, 129 (1996).",10.1016/S0167-2738(96)00462-6,1996,Scheelites,Pb0.85Sm0.15WO4.075,Pb,0.85,Sm,0.15,,,W,1,,,,,,,,,O,4.075,572.2340684,9759.784344,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Esaka et al., Solid State Ion. 92, 129 (1996).",10.1016/S0167-2738(96)00462-6,1996,Scheelites,Pb0.8Sm0.2WO4.1,Pb,0.8,Sm,0.2,,,W,1,,,,,,,,,O,4.1,590.6882599,8278.118725,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 3,log sigma-1000/T
"Chang et al., Mater. Res. Bull. 46, 185 (2011).",10.1016/j.materresbull.2010.11.019,2011,Scheelites,CaMoO4,Ca,1,,,,,Mo,1,,,,,,,,,O,4,823.757096,487.1202988,,,,"(not clearly mentioned, probably total)",773 - 1073 K,AC,Fig. 6,log sigma-1000/T
"Chang et al., Mater. Res. Bull. 46, 185 (2011).",10.1016/j.materresbull.2010.11.019,2011,Scheelites,Ca0.9Sm0.1MoO4.05,Ca,0.9,Sm,0.1,,,Mo,1,,,,,,,,,O,4.05,1051.427222,922636.1203,,,,"(not clearly mentioned, probably total)",773 - 1073 K,AC,Fig. 6,log sigma-1000/T
"Chang et al., Mater. Res. Bull. 46, 185 (2011).",10.1016/j.materresbull.2010.11.019,2011,Scheelites,Ca0.8Sm0.2MoO4.1,Ca,0.8,Sm,0.2,,,Mo,1,,,,,,,,,O,4.1,1081.319303,1890225.122,,,,"(not clearly mentioned, probably total)",773 - 1073 K,AC,Fig. 6,log sigma-1000/T
"Chang et al., Mater. Res. Bull. 46, 185 (2011).",10.1016/j.materresbull.2010.11.019,2011,Scheelites,Ca0.7Sm0.3MoO4.15,Ca,0.7,Sm,0.3,,,Mo,1,,,,,,,,,O,4.15,1135.157388,4390047.371,,,,"(not clearly mentioned, probably total)",773 - 1073 K,AC,Fig. 6,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,LaNb0.92W0.08O4.04,La,1,,,,,Nb,0.92,W,0.08,,,,,,,O,4.04,1317.445381,5650411.619,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,PrNb0.92W0.08O4.04,Pr,1,,,,,Nb,0.92,W,0.08,,,,,,,O,4.04,1330.427378,7423952.009,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,NdNb0.92W0.08O4.04,Nd,1,,,,,Nb,0.92,W,0.08,,,,,,,O,4.04,1414.59574,14227246.14,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,LaNbO4,La,1,,,,,Nb,1,,,,,,,,,O,4,965.4154175,345.5103415,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,PrNbO4,Pr,1,,,,,Nb,1,,,,,,,,,O,4,1038.395459,199.924889,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Li et al., Solid State Ion. 262, 530 (2014).",10.1016/j.ssi.2013.12.023,2014,Scheelites,NdNbO4,Nd,1,,,,,Nb,1,,,,,,,,,O,4,862.0816386,1022.104765,,,,total,510 - 1050 K,AC,Fig. 7,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,CaWO4,Ca,1,,,,,W,1,,,,,,,,,O,4,1547.952234,419367.0441,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 2,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,Ca0.9Cs0.1WO3.95,Ca,0.9,Cs,0.1,,,W,1,,,,,,,,,O,3.95,1217.728822,2415216.942,764.3790693,30793.12168,947.3780453,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 2,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,Ca0.85Cs0.15WO3.925,Ca,0.85,Cs,0.15,,,W,1,,,,,,,,,O,3.925,1616.20645,812734850.9,852.0474067,138186.1565,898.5825912,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 2,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,Ca0.8Cs0.2WO3.9,Ca,0.8,Cs,0.2,,,W,1,,,,,,,,,O,3.9,867.8731642,5472.815371,769.865066,23173.20598,847.9770144,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 2,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,BaWO4,Ba,1,,,,,W,1,,,,,,,,,O,4,970.6730393,251.948061,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,Ba0.9Cs0.1WO3.95,Ba,0.9,Cs,0.1,,,W,1,,,,,,,,,O,3.95,550.0269276,188.4965318,502.5980907,594.2570741,1147.67937,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Takai et al., J. Ceram. Soc. Jpn. 124, 819 (2016).",10.2109/jcersj2.16064,2016,Scheelites,Ba0.875Cs0.125WO3.9375,Ba,0.875,Cs,0.125,,,W,1,,,,,,,,,O,3.9375,2203.49897,6.04048E+11,669.0616438,5961.132729,972.6581963,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 8,log sigma-1000/T
"Cheng & He, Mater. Lett. 209, 525 (2017).",10.1016/j.matlet.2017.08.094,2017,Scheelites,Ca0.8Gd0.2MoO4.1,Ca,0.8,Gd,0.2,,,Mo,1,,,,,,,,,O,4.1,496.565727,8.217604264,,,,total,773 - 1073 K,AC,Fig. 3(b),log sigma-1000/T
"Cheng & He, Mater. Lett. 209, 525 (2017).",10.1016/j.matlet.2017.08.094,2017,Scheelites,Ca0.7Gd0.3MoO4.15,Ca,0.7,Gd,0.3,,,Mo,1,,,,,,,,,O,4.15,1249.086009,880400.7639,,,,total,773 - 1073 K,AC,Fig. 3(b),log sigma-1000/T
"Cheng & He, Mater. Lett. 209, 525 (2017).",10.1016/j.matlet.2017.08.094,2017,Scheelites,Ca0.6Gd0.4MoO4.2,Ca,0.6,Gd,0.4,,,Mo,1,,,,,,,,,O,4.2,1087.12815,3307672.583,,,,total,773 - 1073 K,AC,Fig. 3(b),log sigma-1000/T
"Yang et al., Nat. Comm. 9, 4484 (2018).",10.1038/s41467-018-06911-w,2018,Scheelites,Bi0.975Sr0.025VO3.9875,Bi,0.975,Sr,0.025,,,V,1,,,,,,,,,O,3.9875,615.4800772,2258.375451,,,,bulk,573 - 973 K,AC,Fig. 5c,log sigma-1000/T
"Yang et al., Nat. Comm. 9, 4484 (2018).",10.1038/s41467-018-06911-w,2018,Scheelites,Bi0.95Sr0.05VO3.975,Bi,0.95,Sr,0.05,,,V,1,,,,,,,,,O,3.975,667.3382727,10193.42296,,,,bulk,573 - 973 K,AC,Fig. 5c,log sigma-1000/T
"Yang et al., Nat. Comm. 9, 4484 (2018).",10.1038/s41467-018-06911-w,2018,Scheelites,Bi0.9Sr0.1VO3.95,Bi,0.9,Sr,0.1,,,V,1,,,,,,,,,O,3.95,695.5329938,9741.358699,,,,bulk,573 - 973 K,AC,Fig. 5c,log sigma-1000/T
"Yang et al., Nat. Comm. 9, 4484 (2018).",10.1038/s41467-018-06911-w,2018,Scheelites,Bi0.8Sr0.2VO3.9,Bi,0.8,Sr,0.2,,,V,1,,,,,,,,,O,3.9,735.7816555,13542.46255,,,,bulk,573 - 973 K,AC,Fig. 5c,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNbO4,Gd,1,,,,,Nb,1,,,,,,,,,O,4,1292.281204,19520.34117,808.6345388,44.29949105,925,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.8W0.2O4.1,Gd,1,,,,,Nb,0.8,W,0.2,,,,,,,O,4.1,1264.595283,138217.1465,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.7W0.3O4.15,Gd,1,,,,,Nb,0.7,W,0.3,,,,,,,O,4.15,1253.096385,106354.3494,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.6W0.4O4.2,Gd,1,,,,,Nb,0.6,W,0.4,,,,,,,O,4.2,1354.802921,805889.4937,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.5W0.5O4.25,Gd,1,,,,,Nb,0.5,W,0.5,,,,,,,O,4.25,1421.094079,1292204.628,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.4W0.6O4.3,Gd,1,,,,,Nb,0.4,W,0.6,,,,,,,O,4.3,1413.605012,1252275.505,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Kawaguchi et al., Solid State Ion. 355, 115415 (2020).",10.1016/j.ssi.2020.115415,2020,Scheelites,GdNb0.3W0.7O4.35,Gd,1,,,,,Nb,0.3,W,0.7,,,,,,,O,4.35,1442.531601,1183047.352,,,,bulk,673 - 1073 K,AC,Fig. 9,log sigma-1000/T
"Auckett et al., J. Mater. Chem. A 9, 4091 (2021).",10.1039/d0ta07453e,2021,Scheelites,LaNbO4,La,1,,,,,Nb,1,,,,,,,,,O,4,983.983685,369.9136541,,,,total,523 - 1273 K,AC,"Fig, 7",log sigma-1000/T
"Auckett et al., J. Mater. Chem. A 9, 4091 (2021).",10.1039/d0ta07453e,2021,Scheelites,LaNb0.84Mo0.16O4.08,La,1,,,,,Nb,0.84,Mo,0.16,,,,,,,O,4.08,1386.31035,11095246.06,,,,total,523 - 1273 K,AC,"Fig, 7",log sigma-1000/T
"Auckett et al., J. Mater. Chem. A 9, 4091 (2021).",10.1039/d0ta07453e,2021,Scheelites,LaNb0.8Mo0.2O4.1,La,1,,,,,Nb,0.8,Mo,0.2,,,,,,,O,4.1,1371.800357,16634771.02,,,,total,523 - 1273 K,AC,"Fig, 7",log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,BiVO4,Bi,1,,,,,V,1,,,,,,,,,O,4,773.1547359,3867.746417,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,Bi0.98Ca0.02VO3.99,Bi,0.98,Ca,0.02,,,V,1,,,,,,,,,O,3.99,600.8596128,708.1173156,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,Bi0.95Ca0.05VO3.975,Bi,0.95,Ca,0.05,,,V,1,,,,,,,,,O,3.975,641.3368304,4828.764361,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,Bi0.9Ca0.1VO3.95,Bi,0.9,Ca,0.1,,,V,1,,,,,,,,,O,3.95,717.5710075,26768.95692,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,Bi0.85Ca0.15VO3.925,Bi,0.85,Ca,0.15,,,V,1,,,,,,,,,O,3.925,710.2666392,31803.90094,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
"Yang et al., Inorg. Chem. Fromt. 9, 2644 (2022).",10.1039/d2qi00314g,2022,Scheelites,Bi0.8Ca0.2VO3.9,Bi,0.8,Ca,0.2,,,V,1,,,,,,,,,O,3.9,720.1475892,27576.35386,,,,bulk,573 - 973 K,AC,Fig. 7,log sigma-1000/T
